date,0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90,1.00,1.10,1.20,1.30,1.40,1.50,1.60,1.70,1.80,1.90,2.00,2.10,2.20,2.30,2.40,2.50,2.60,2.70,2.80,2.90,3.00,3.10,3.20,3.30,3.40,3.50,3.60,3.70,3.80,3.90,4.00,4.10,4.20,4.30,4.40,4.50,4.60,4.70,4.80,4.90,5.00,5.10,5.20,5.30,5.40,5.50,5.60,5.70,5.80,5.90,6.00,6.10,6.20,6.30,6.40,6.50,6.60,6.70,6.80,6.90,7.00,7.10,7.20,7.30,7.40,7.50,7.60,7.70,7.80,7.90,8.00,8.10,8.20,8.30,8.40,8.50,8.60,8.70,8.80,8.90,9.00,9.10,9.20,9.30,9.40,9.50,9.60,9.70,9.80,9.90,10.00,10.10,10.20,10.30,10.40,10.50,10.60,10.70,10.80,10.90,11.00,11.10,11.20,11.30,11.40,11.50,11.60,11.70,11.80,11.90,12.00,12.10,12.20,12.30,12.40,12.50,12.60,12.70,12.80,12.90,13.00,13.10,13.20,13.30,13.40,13.50,13.60,13.70,13.80,13.90,14.00,14.10,14.20,14.30,14.40,14.50,14.60,14.70,14.80,14.90,15.00,15.10,15.20,15.30,15.40,15.50,15.60,15.70,15.80,15.90,16.00,16.10,16.20,16.30,16.40,16.50,16.60,16.70,16.80,16.90,17.00,17.10,17.20,17.30,17.40,17.50,17.60,17.70,17.80,17.90,18.00,18.10,18.20,18.30,18.40,18.50,18.60,18.70,18.80,18.90,19.00,19.10,19.20,19.30,19.40,19.50,19.60,19.70,19.80,19.90,20.00,20.10,20.20,20.30,20.40,20.50,20.60,20.70,20.80,20.90,21.00,21.10,21.20,21.30,21.40,21.50,21.60,21.70,21.80,21.90,22.00,22.10,22.20,22.30,22.40,22.50,22.60,22.70,22.80,22.90,23.00,23.10,23.20,23.30,23.40,23.50,23.60,23.70,23.80,23.90,24.00,24.10,24.20,24.30,24.40,24.50,24.60,24.70,24.80,24.90,25.00,25.10,25.20,25.30,25.40,25.50,25.60,25.70,25.80,25.90,26.00,26.10,26.19
2017-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7509801e-13,,,,,,,,,,,2.159819e-13,,1.164708e-13,0.047497176,0.045994774,0.05825258,0.08119164,0.085614026,0.07890825,0.06147935,0.04550154,0.04964498,0.110895984,0.11694016,0.11424559,0.086507335,0.0824129,0.059496056,0.020639466,0.012603274,0.021493308,0.030630315,0.03771511,0.066612154,0.08276597,0.08379353,0.07738614,0.05556322,0.033217907,0.02149134,0.022202265,0.023379264,0.022028627
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.153909e-06,0.078855544,0.07159701,0.06855429,0.07060306,0.08073516,0.0912027,0.11370419,0.13563381,0.13948554,0.129685,0.15011245,0.15842809,0.12699915,0.11063696,0.10828313,0.08926348,0.12538406,0.11588233,0.10543259,0.09277149,0.038404763,0.035301127,0.038710166,0.043284066,0.044021986,0.035878677,0.034907665,0.035922445,0.038625732
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0267063e-13,3.1126466e-13,,3.3768873e-13,3.3526282e-13,,,3.3672942e-13,3.3798338e-13,,,3.1298453e-13,3.1710395e-13,,3.5609956e-13,3.0618574e-13,0.09663562,0.12031656,0.11817609,0.1238053,0.120190606,0.10578593,0.111771666,0.11743714,0.10399439,0.08552205,0.07400646,0.07174555,0.08091113,0.08480345,0.09106912,0.086313486,0.078534774,0.079342,0.05634163,0.06929843,0.07934892,0.08516648,0.058975257,0.05069972,0.04532048,0.04543985,0.040939473,0.037683964,0.038275596,0.03629775,0.03851798
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9204414e-13,,,1.6028922e-13,1.916972e-13,,,4.2281315e-13,,,,2.9871014e-13,,,2.2300724e-13,2.0397938e-13,1.235047e-13,0.066516325,0.07253729,0.089810275,0.088967465,0.09425613,0.10183241,0.10840544,0.08749402,0.07609852,0.06342217,0.05890908,0.050563924,0.056202374,0.0518334,0.05069245,0.051303737,0.04932637,0.045821883,0.07175547,0.080942124,0.08814193,0.07406032,0.06942327,0.05325723,0.047428034,0.036517013,0.035849065,0.030637797,0.028441604,0.027586361
2017-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0850183e-06,0.07711015,0.091502726,0.10489999,0.11396575,0.11871521,0.116010346,0.111466765,0.11544221,0.1172438,0.11289215,0.11500034,0.109968886,0.116017535,0.14245313,0.12332699,0.048865642,0.02510409,0.017713359,0.028338244,0.03483403,0.008485536,0.012094712,0.016394198,0.026175177,0.031442195,0.026421105,0.0133025395,0.015180127,0.016053945
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.529492e-06,0.050643537,0.043516193,0.04612878,0.05846105,0.060602516,0.08923694,0.100726895,0.12467925,0.103002295,0.07604859,0.07153062,0.07209614,0.061139453,0.059540555,0.055761497,0.02722748,0.021030424,0.027958622,0.032535274,0.01581207,0.0150652975,0.019184064,0.015239982,0.013761535,0.017587485,0.019855835,0.019893337,0.018297618
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4302221e-13,,,3.2601528e-13,2.7993477e-13,,,4.0022887e-13,,,,5.1818613e-13,,,1.1938139e-13,5.3557947e-14,9.382833e-14,0.051006556,0.043373186,0.020585902,0.0386942,0.05616136,0.061279796,0.061292663,0.050537392,0.0591359,0.055638984,0.034442343,0.035039436,0.059130546,0.07825885,0.091436565,0.09647547,0.0855031,0.021542083,0.011319907,0.013382592,0.0133177955,0.019312378,0.018035462,0.010779836,0.023319533,0.03212872,0.020304518,0.013157973,0.011184597,0.0114316065
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1897246e-13,,,,,,,,,,,6.84091e-14,,9.132922e-14,0.04846228,0.055467542,0.09299265,0.08721808,0.09183266,0.10505289,0.1365184,0.1364631,0.12495388,0.12211832,0.124185376,0.12503506,0.11743572,0.107032426,0.09319739,0.08686933,0.09339637,0.07018347,0.056548808,0.060122687,0.06330383,0.039482344,0.01603259,0.009653861,0.006282078,0.0047885473,0.025751315,0.013938361,0.008412237,0.0040290444
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.056208e-13,,,3.1548947e-13,3.5001675e-13,,,4.5248522e-13,,,,3.6009157e-13,,,2.730405e-13,1.3394979e-13,7.6300586e-14,0.03228018,0.0343851,0.027385443,0.016181065,0.02238227,0.04410791,0.055035964,0.06397607,0.070526965,0.0655318,0.06715056,0.08203092,0.086514324,0.10838292,0.090640955,0.082141034,0.07625776,0.063051686,0.046668317,0.04215995,0.03928734,0.036884475,0.050919756,0.04359866,0.0618159,0.058451366,0.037184943,0.016059743,0.0031411801,0.0056615905
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4496657e-13,0.17868514,0.17788696,0.19126843,0.19513291,0.13643315,0.09012831,0.068185985,0.05130009,0.04800983,0.046773188,0.030991146,0.04346382,0.030464752,0.039520238,0.038091622,0.022933813,0.048949886,0.06329466,0.07889707,0.10797637,0.117226265,0.057362065,0.05026759,0.029984783,0.036169548,0.03768668,0.039198346,0.016327178,0.010435206,0.010576594
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8849081e-05,,,1.5379928e-05,1.3659679e-05,,,7.2450925e-06,,,,5.9765393e-06,,,1.0054261e-05,1.143195e-05,1.2853993e-05,0.18967453,0.20581292,0.23120366,0.20724419,0.2053803,0.19575976,0.15176345,0.10247872,0.076431595,0.0175023,0.012606029,0.03281434,0.04095692,0.051567137,0.07395434,0.080227,0.09558987,0.112887904,0.10054954,0.07147227,0.041598793,0.044407997,0.06381276,0.06397273,0.066207856,0.05461746,0.02411733,0.009342936,0.012198664,0.0112563465
