rgi_id,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,surge_type,term_type,glac_name,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_deg,aspect_sec,dem_source,lmax_m,elev_min,elev_max,elev_mean,elev_count,elev_std,elev_median,elev_p25,elev_p75,elev_frac_covered,elev_relief,thick_mean,thick_count,thick_std,thick_median,thick_p25,thick_p75,thick_frac_covered,winter_mean,winter_median,winter_std,winter_p25,winter_p75,winter_count,winter_frac_covered,summer_mean,summer_median,summer_std,summer_p25,summer_p75,summer_count,summer_frac_covered,season_delta_md_mean,season_delta_md_median,season_delta_md_count,season_delta_md_frac_covered,season_delta_pct_mean,season_delta_pct_median,season_delta_pct_count,season_delta_pct_frac_covered,vel17_21_mean,vel17_21_median,vel17_21_std,vel17_21_count,vel17_21_frac_covered,vel21_25_mean,vel21_25_median,vel21_25_std,vel21_25_count,vel21_25_frac_covered,vel_delta_md,vel_delta_pct,trend_pctyr_mean,trend_pctyr_median,trend_pctyr_std,trend_pctyr_count,trend_pctyr_frac_covered
RGI2000-v7.0-G-14-11253,14,14-02,G075151E35808N,841442,752,1997-08-10T00:00:00,75.12699683008123,35.8193005,43,27.254722569222608,0,0,2,9,,0,75.17976710630174,35.86276617895872,3658.4563,5870.4673,4653.092,4697.4595,22.229357,42.064686,2,COPDEM90,10474,4328.373046875,5404.61865234375,4512.1760563380285,142.0,273.40259647440195,4421.0419921875,4364.630126953125,4456.246337890625,1.0,1076.24560546875,218.7045605123675,1132.0,74.24450839446574,232.90243530273438,182.59423065185547,259.76183319091797,1.0,0.20378718683983899,0.16849148273468018,0.09192205011692911,0.1393599957227707,0.2396335005760193,821.0,1.0,0.22677207138303138,0.206396222114563,0.09358886596312072,0.16242237389087677,0.2656134068965912,821.0,1.0,0.022984891512797607,0.023487940430641174,821.0,1.0,13.398825270249695,13.755215644836426,821.0,1.0,0.21627259341575633,0.2053958922624588,0.07461527100657427,821.0,1.0,0.19351973167726097,0.16881459951400757,0.08071067720239461,821.0,1.0,-0.02275286173849536,-10.520455402666718,0.6791114946521011,0.4134797155857086,5.667980076576248,821.0,1.0
RGI2000-v7.0-G-14-11254,14,14-02,G075073E35840N,841178,752,1997-08-10T00:00:00,75.09477194343464,35.8290565,43,17.412924975904723,0,0,3,9,,0,75.0791704790203,35.798140523849504,3658.8965,5804.2266,4735.009,4650.5835,22.370659,82.591125,3,COPDEM90,9856,3814.912841796875,4626.00927734375,4255.640625,36.0,286.29796730963716,4383.43994140625,3925.2345581054688,4471.6171875,1.0,811.096435546875,103.9267711900685,219.0,63.42801969989247,82.38053131103516,53.75027084350586,115.07950973510742,1.0,0.14978256225585937,0.14107564091682434,0.061138562900840465,0.11624575965106487,0.19670241326093674,160.0,1.0,0.1062424898147583,0.10932138562202454,0.026167318356072052,0.09668486937880516,0.11848487704992294,160.0,1.0,-0.04354009628295898,-0.03444640338420868,160.0,1.0,-21.94707336425781,-24.064537048339844,160.0,1.0,0.13759827613830566,0.1380385458469391,0.05135418623665734,160.0,1.0,0.1275762438774109,0.12948854267597198,0.04095501557637252,160.0,1.0,-0.010022032260894764,-7.283544926697489,-3.2603206634521484,-3.173156499862671,2.4224284954871447,160.0,1.0
RGI2000-v7.0-G-14-11280,14,14-02,G074884E35981N,839647,752,1997-08-10T00:00:00,74.88711034638794,35.962616,43,20.237829068856275,0,0,0,9,,0,74.85098651398813,35.92082514631765,2981.8955,7290.116,4955.218,5082.0474,31.034151,187.9547576904297,5,COPDEM90,11284,3990.34814453125,6103.67919921875,5662.66015625,88.0,412.1520025887281,5726.44873046875,5698.6064453125,5786.8814697265625,1.0,2113.3310546875,111.11836922268908,714.0,36.98725433444464,116.50289916992188,75.4236011505127,144.6357536315918,1.0,0.2300674497277291,0.1702938824892044,0.09909324218276887,0.15659920126199722,0.29791420698165894,519.0,1.0,0.22445672830864644,0.20266757905483246,0.06086086561737022,0.19013656675815582,0.23823126405477524,519.0,1.0,-0.005610722337844055,0.01536799967288971,519.0,1.0,5.134506901794316,9.018606185913086,519.0,1.0,0.2225009425756789,0.17256495356559753,0.0904082896334108,519.0,1.0,0.2305595236247215,0.19399631023406982,0.0705520151177203,519.0,1.0,0.008058581049042612,3.6218188362512933,-0.5979159728180696,-1.3177363872528076,3.8832708909337263,519.0,1.0
RGI2000-v7.0-G-14-11285,14,14-02,G074823E35952N,839220,752,1997-08-10T00:00:00,74.82377714324949,35.950844000000004,43,2.539969732152348,0,0,0,9,,0,74.8058408868919,35.960688471611384,3814.9504,5420.2056,4746.4004,4733.6904,30.313744,304.81285095214844,8,COPDEM30,2954,4673.56298828125,4749.24267578125,4707.28857421875,4.0,27.14559979654265,4703.17431640625,4693.642333984375,4716.820556640625,1.0,75.6796875,26.50446026141827,26.0,2.4605261109787713,25.665042877197266,24.876526355743408,27.61735439300537,1.0,0.09251757462819417,0.09224727004766464,0.004394533509966733,0.08961711078882217,0.09549175202846527,21.0,1.0,0.09142547562008813,0.09157512336969376,0.004715577493485587,0.0878266915678978,0.09479908645153046,21.0,1.0,-0.0010920876548403786,-0.001305513083934784,21.0,1.0,-1.185976845877511,-1.4136110544204712,21.0,1.0,0.08721445287976946,0.08688896894454956,0.0035062200851621542,21.0,1.0,0.0870043436686198,0.08718741685152054,0.003627368729617212,21.0,1.0,-0.00021010921114966719,-0.24091100065641158,1.8599026997884114,1.9036154747009277,0.6024068756566754,21.0,1.0
RGI2000-v7.0-G-14-11292,14,14-02,G074830E35992N,839043,752,1997-08-10T00:00:00,74.79460084552497,36.005657,43,33.47511416924718,0,0,3,9,,0,74.77655048948513,35.98764347695435,2848.7227,7112.3228,4762.965,4773.154,30.512394,245.33238983154297,6,COPDEM90,12023,3190.006591796875,5476.77783203125,4258.094490521327,211.0,477.1371875083125,4188.8076171875,3936.9923095703125,4413.32763671875,1.0,2286.771240234375,60.44087610022714,1761.0,9.030096768473783,58.71257781982422,55.577266693115234,62.852840423583984,1.0,0.12471568356653687,0.1100483387708664,0.06563607543840871,0.0940510705113411,0.12145709991455078,1256.0,1.0,0.10635646892960664,0.09625713527202606,0.033824257638291666,0.08956674486398697,0.1052105650305748,1256.0,1.0,-0.018359204006802504,-0.01074250042438507,1256.0,1.0,-9.817801894655652,-9.608818054199219,1256.0,1.0,0.11441106857008236,0.09682080149650574,0.057954209547681726,1256.0,1.0,0.11256556905758609,0.10173051059246063,0.04540959220127353,1256.0,1.0,-0.001845499512496268,-1.6130428074498837,1.8621340223178742,2.6965579986572266,4.3894150887023,1256.0,1.0
RGI2000-v7.0-G-14-11364,14,14-02,G074872E35817N,839646,752,1997-08-10T00:00:00,74.88681290855924,35.825961500000005,43,6.533396838236913,0,0,0,9,,0,74.82899297696414,35.80832656808187,3747.8203,7242.265,5580.108,5386.198,28.779089,218.78846740722656,6,COPDEM30,8474,6086.75341796875,6147.4306640625,6117.091796875,2.0,30.338623047857322,6117.091796875,6101.9227294921875,6132.2613525390625,1.0,60.67724609375,50.71114807128906,5.0,0.9950798331667015,50.46000671386719,50.10297775268555,51.68257522583008,1.0,0.10804832726716995,0.10792399942874908,0.0020209706370799274,0.1061913762241602,0.10978095047175884,4.0,1.0,0.10804517567157745,0.10810050368309021,0.0014729476177904044,0.10734699107706547,0.10879868641495705,4.0,1.0,-3.1534582376480103e-06,-0.0001828111708164215,4.0,1.0,0.013242065906524658,-0.16315630078315735,4.0,1.0,0.10895178467035294,0.10902278125286102,0.0020546682593293344,4.0,1.0,0.10261251032352448,0.10269217938184738,0.0015880936421278705,4.0,1.0,-0.006339274346828461,-5.818421759688212,-2.7450640201568604,-2.690127372741699,0.8611915580877907,4.0,1.0
RGI2000-v7.0-G-14-11378,14,14-02,G074893E35808N,839674,752,1997-08-10T00:00:00,74.88994186803279,35.800595,43,4.133904633615625,0,0,0,9,,0,74.90045228283837,35.77443467738114,3539.6294,6583.7075,5385.9033,5262.0713,32.6591,166.20271,5,COPDEM30,5987,5548.84375,5681.89013671875,5607.21484375,8.0,39.327252816708736,5601.96630859375,5577.6260986328125,5632.95654296875,1.0,133.04638671875,71.32700552591463,41.0,6.446398642790397,74.51827239990234,66.0928955078125,76.77770233154297,1.0,0.12372391223907471,0.12485714256763458,0.004946491438921613,0.12208198197185993,0.1272868514060974,30.0,1.0,0.1398324171702067,0.14105965197086334,0.004092204311101263,0.13970530405640602,0.1423116698861122,30.0,1.0,0.016108494997024537,0.016323838382959366,30.0,1.0,13.076052856445312,13.243064880371094,30.0,1.0,0.13292458057403564,0.13410800695419312,0.0039451878616098895,30.0,1.0,0.13338685035705566,0.13520315289497375,0.005681905977945637,30.0,1.0,0.0004622697830200251,0.3477684721845351,0.8369078954060872,1.1743850708007812,1.7598447158741883,30.0,1.0
RGI2000-v7.0-G-14-11399,14,14-02,G074976E35751N,840496,752,1997-08-10T00:00:00,74.9941659448653,35.749315499999994,43,5.139516163284346,0,0,0,9,,0,75.01027812376418,35.747253581896935,3883.9458,5618.7876,4777.759,4776.1978,25.721191,82.43017,3,COPDEM30,4760,4389.86279296875,5195.3740234375,4761.760416666667,12.0,350.0818240567922,4740.423828125,4417.3697509765625,5080.0531005859375,1.0,805.51123046875,87.21633976063829,47.0,42.681127839096305,109.89229583740234,44.26313400268555,131.6794204711914,1.0,0.2449864643376048,0.17645132541656494,0.0822120869489406,0.17201311886310577,0.33559080958366394,41.0,1.0,0.321182832485292,0.2648439407348633,0.07419812631999788,0.2595002353191376,0.39830589294433594,41.0,1.0,0.07619637977786181,0.08105188608169556,41.0,1.0,35.96070526867378,41.11528015136719,41.0,1.0,0.2844258285150295,0.2229047566652298,0.07903182618560452,41.0,1.0,0.25642567146115186,0.18300506472587585,0.08909730049233869,41.0,1.0,-0.02800015705387765,-9.844449500266844,1.419869213569455,2.090365409851074,1.555443881902568,41.0,1.0
RGI2000-v7.0-G-14-11418,14,14-02,G074930E35806N,839908,752,1997-08-10T00:00:00,74.91863640224983,35.818338499999996,43,60.2955968447041,0,0,3,9,,0,75.05978570680976,35.75976409545762,2820.664,7331.7,4908.91,4912.6123,24.791609,108.4181,3,COPDEM90,19350,3542.021728515625,7194.080078125,5561.7886334610475,783.0,778.4124616412726,5715.3984375,5478.63427734375,6001.322998046875,1.0,3652.058349609375,89.48444308278867,7344.0,63.22206809337062,62.17707061767578,49.825191497802734,100.46883392333984,1.0,0.24718588996103535,0.21521346271038055,0.09850751644987867,0.18190699815750122,0.27885398268699646,5189.0,1.0,0.2731953354602284,0.21182140707969666,0.1511014227590922,0.18776533007621765,0.28509825468063354,5189.0,1.0,0.026009445499193005,0.007267892360687256,5189.0,1.0,7.375112919155907,3.281491994857788,5189.0,1.0,0.25957187454832337,0.20711377263069153,0.1243411480278372,5189.0,1.0,0.24901670940029388,0.20075738430023193,0.11270806429898902,5189.0,1.0,-0.010555165148029483,-4.066374743564319,-0.8842429034074485,-1.2490599155426025,3.347378463610445,5189.0,1.0
RGI2000-v7.0-G-14-11428,14,14-02,G074890E35887N,839683,752,1997-08-10T00:00:00,74.8909154382583,35.8755185,43,30.719995751136363,0,0,3,9,,0,74.8376294466932,35.90964705438328,2673.1863,6968.4087,4537.1543,4656.9854,24.01043,340.7311210632324,1,COPDEM90,10508,3229.97265625,6214.35888671875,4854.309040590406,271.0,1347.7035684572338,5894.8623046875,3366.1103515625,6079.465087890625,1.0,2984.38623046875,168.0796485260771,2205.0,100.79184574622786,116.30928802490234,77.53368377685547,287.45404052734375,1.0,0.19476662849893375,0.17914408445358276,0.047536766440843925,0.16700265184044838,0.2085324227809906,1568.0,1.0,0.2010456980491171,0.1865759789943695,0.04211775030356335,0.17730318382382393,0.21419266611337662,1568.0,1.0,0.006279050087442203,0.005208753049373627,1568.0,1.0,4.996926443917411,2.8422939777374268,1568.0,1.0,0.1987735397961675,0.1836976706981659,0.04385204016004783,1568.0,1.0,0.19066117734325175,0.17590922117233276,0.04816113528385756,1568.0,1.0,-0.008112362452915745,-4.081208425042173,-0.7234805360132334,-1.064173936843872,2.749720100838724,1568.0,1.0
RGI2000-v7.0-G-14-11480,14,14-02,G075323E35820N,843048,752,1997-08-10T00:00:00,75.33505084202511,35.827006499999996,43,10.500548119712144,0,0,0,9,,0,75.33680599646605,35.8574647051424,2988.9624,5746.405,4657.5415,4579.2256,28.00672,8.759085,1,COPDEM30,7847,5110.64892578125,5415.17431640625,5299.345703125,40.0,71.85844954562239,5310.14404296875,5266.7734375,5348.6234130859375,1.0,304.525390625,81.81389600409837,305.0,11.707353189148991,79.86647033691406,72.64498138427734,87.70704650878906,1.0,0.2522943936861478,0.2560635209083557,0.017528040961199937,0.2340473085641861,0.2660972476005554,221.0,1.0,0.25269410836750567,0.2438090741634369,0.037770521871266054,0.22433273494243622,0.27745720744132996,221.0,1.0,0.0003996898685645194,-0.006108492612838745,221.0,1.0,0.2217898821938631,-2.6794302463531494,221.0,1.0,0.2344959310816424,0.2292393147945404,0.021950974974560444,221.0,1.0,0.23452183995311615,0.23776979744434357,0.024882101629215312,221.0,1.0,2.5908871473745432e-05,0.011048750975864467,3.632374759173501,4.062832355499268,2.227912144731958,221.0,1.0
RGI2000-v7.0-G-14-11494,14,14-02,G075479E35878N,844142,752,1997-08-10T00:00:00,75.48631666511389,35.8724985,43,2.334132502029396,0,0,3,9,,0,75.46897494193179,35.88436366332911,4280.3184,5475.0,4955.004,4930.794,21.054127,339.30137062072754,1,COPDEM30,3559,4919.9765625,5034.44580078125,4970.465533088235,17.0,33.75405065547022,4965.39794921875,4945.2978515625,4989.16259765625,1.0,114.46923828125,68.32495801693925,107.0,6.780035760357444,69.91210174560547,63.44470977783203,72.88132858276367,1.0,0.08418676450655058,0.08121492713689804,0.009072561646124445,0.07701437175273895,0.08947199583053589,77.0,1.0,0.09089570231251902,0.08747292309999466,0.011317813565026343,0.08160103857517242,0.0973433256149292,77.0,1.0,0.006708939354141037,0.007540442049503326,77.0,1.0,7.8556296608664775,8.883134841918945,77.0,1.0,0.0947829717165464,0.09095326066017151,0.01246245958896679,77.0,1.0,0.0905396845433619,0.08813517540693283,0.007199069270628686,77.0,1.0,-0.004243287173184493,-4.476845467426652,-3.4994926948051948,-3.753342866897583,1.3222795840604364,77.0,1.0
RGI2000-v7.0-G-14-11505,14,14-02,G075564E35878N,844833,752,1997-08-10T00:00:00,75.57794731638401,35.8630405,43,71.6607259437574,0,0,3,9,Sosoun Glacier,0,75.60255488545536,35.82646785404974,3578.041,6379.6113,4537.7676,4594.545,17.084799,70.47306,3,COPDEM90,16815,3943.78173828125,4873.564453125,4290.776915615907,1031.0,178.00096535317797,4258.8916015625,4169.0771484375,4373.5107421875,1.0,929.78271484375,271.7944205522861,8836.0,55.25902684935809,276.5580139160156,250.27369689941406,304.55860900878906,1.0,0.12045794283269659,0.09520363807678223,0.07440574956660867,0.07283192500472069,0.1386883407831192,6282.0,1.0,0.16091327248239015,0.13820335268974304,0.09839052473132683,0.09309951961040497,0.19079352915287018,6282.0,1.0,0.04045533693660334,0.0399581678211689,6282.0,1.0,34.43558978032474,35.99272537231445,6282.0,1.0,0.12473920635720114,0.10605615377426147,0.0735917725597825,6282.0,1.0,0.1316427178004865,0.1116127222776413,0.06898673583742713,6282.0,1.0,0.006903511443285368,5.534355753007268,3.362567715795129,4.041106224060059,4.785774032929686,6282.0,1.0
RGI2000-v7.0-G-14-11518,14,14-02,G075671E35815N,845539,752,1997-08-10T00:00:00,75.67604399270179,35.809331,43,10.956488427363569,0,0,3,9,,0,75.63054764463732,35.82978264684306,4069.632,5860.2075,4882.1606,4915.9365,22.498793,335.4066581726074,8,COPDEM30,7195,4735.54296875,5402.71728515625,5079.1870777027025,148.0,168.24648920003446,5095.5673828125,4943.337890625,5225.4090576171875,1.0,667.17431640625,44.568908955627705,1386.0,17.564143835443943,37.93395233154297,34.77448272705078,48.65498733520508,1.0,0.17571284420566224,0.17936867475509644,0.021933348113953602,0.16055439412593842,0.18928144872188568,973.0,1.0,0.19072322708239658,0.19012892246246338,0.026119124917638636,0.17336677014827728,0.2041715830564499,973.0,1.0,0.015010392678114763,0.017299890518188477,973.0,1.0,9.498601899730216,9.201173782348633,973.0,1.0,0.17553583911609552,0.17304742336273193,0.01956940371411533,973.0,1.0,0.18226540419450155,0.18089409172534943,0.021518876627816885,973.0,1.0,0.006729565078406025,3.8337271250660323,0.4401789603473471,0.5997281670570374,1.9968599356201644,973.0,1.0
RGI2000-v7.0-G-14-11568,14,14-02,G076047E35714N,847936,752,2002-07-10T00:00:00,76.05375718011742,35.715543499999995,43,9.20111955157457,0,0,0,9,,0,76.00861085987714,35.70751502363113,4094.7507,6555.989,5347.256,5371.8877,25.039099,284.2984085083008,7,COPDEM30,8623,5052.22314453125,5121.9638671875,5079.513671875,10.0,20.335077246614674,5072.802734375,5067.6280517578125,5088.4705810546875,1.0,69.74072265625,158.68595640120967,62.0,31.95615137468728,162.31365966796875,136.06344985961914,185.28821182250977,1.0,0.15842288017272949,0.15930941700935364,0.018475845273976665,0.144343301653862,0.1736731007695198,50.0,1.0,0.13283411026000977,0.14173491299152374,0.02051664366021836,0.11581023037433624,0.14932134747505188,50.0,1.0,-0.025588765144348144,-0.027823418378829956,50.0,1.0,-16.412459716796874,-17.10120391845703,50.0,1.0,0.1663203239440918,0.17100834846496582,0.02413899421233775,50.0,1.0,0.13148402214050292,0.13689745962619781,0.015548583959213198,50.0,1.0,-0.034836301803588876,-20.945306609250604,-6.857451171875,-7.029947280883789,1.7071265274086103,50.0,1.0
RGI2000-v7.0-G-14-11601,14,14-02,G076356E35792N,849877,752,2002-07-10T00:00:00,76.35636038648852,35.780255,43,5.053658116965769,0,0,3,9,,0,76.34845869547107,35.75779265727613,4315.5923,6163.8823,5270.169,5238.297,24.910908,227.9263916015625,6,COPDEM30,5436,5207.5,5218.5224609375,5212.9716796875,3.0,4.500248442961848,5212.892578125,5210.1962890625,5215.70751953125,1.0,11.0224609375,129.294677734375,9.0,3.3656735928387933,130.66506958007812,127.39537048339844,131.65628051757812,1.0,0.07442458967367808,0.07444284856319427,0.0014132770866059064,0.07322378270328045,0.07541983388364315,6.0,1.0,0.0700998306274414,0.06997273862361908,0.0014113477130338731,0.06948382407426834,0.07106088288128376,6.0,1.0,-0.004324762771526973,-0.003462899476289749,6.0,1.0,-5.760573069254558,-4.690465927124023,6.0,1.0,0.07513484855492909,0.07525721192359924,0.0007310434889813862,6.0,1.0,0.0707176923751831,0.07117430865764618,0.0007267998089681629,6.0,1.0,-0.004417156179745987,-5.878971295878399,-0.052855849266052246,0.13848957419395447,0.44267498435881053,6.0,1.0
RGI2000-v7.0-G-14-11612,14,14-02,G076367E35737N,851195,752,2002-07-10T00:00:00,76.52801655531714,35.7611385,43,790.2036546072524,0,0,3,9,Baltoro Glacier,0,76.15461948826825,35.685915805573444,3389.5244,8563.646,5365.793,5363.9614,21.16926,345.6045436859131,1,COPDEM90,62118,3496.174560546875,7837.5556640625,5158.028913501018,28983.0,882.3432291703198,4991.17724609375,4461.51953125,5856.414794921875,1.0,4341.381103515625,325.51694736951026,289927.0,210.94949368771321,346.6760559082031,107.00788116455078,516.514892578125,1.0,0.2635607113856148,0.23953692615032196,0.14206975704097627,0.1731390729546547,0.3271971642971039,203195.0,1.0,0.3034612110595733,0.28156277537345886,0.16065407597452339,0.19240695238113403,0.370455726981163,203195.0,1.0,0.03990055013733729,0.02729758620262146,203195.0,1.0,18.069480056103743,13.75098991394043,203195.0,1.0,0.2850487870333916,0.2597436308860779,0.15156495997718336,203195.0,1.0,0.2729274834518566,0.25109124183654785,0.14117456835953524,203195.0,1.0,-0.012121303581535015,-4.252361045870749,0.61754956753365,0.48192349076271057,3.353333598765507,203195.0,1.0
RGI2000-v7.0-G-14-11646,14,14-02,G076463E35499N,850660,752,2002-07-10T00:00:00,76.46538528916501,35.521870500000006,43,76.69381334669768,0,0,0,9,Chogolisa Glacier,0,76.42593578659947,35.50601419610094,3508.644,6888.447,5072.287,5016.6914,21.424198,341.57755851745605,1,COPDEM90,19612,4116.4638671875,6005.98193359375,4955.319786096256,935.0,435.67829332155134,5082.67626953125,4553.28271484375,5288.6826171875,1.0,1889.51806640625,222.55592526234963,7814.0,97.66963044881958,202.67918395996094,161.54192733764648,276.4355773925781,1.0,0.19493975232339397,0.1834826022386551,0.08353246326838087,0.14243316650390625,0.24087969958782196,5565.0,1.0,0.18791359132833557,0.18018461763858795,0.0788695466376533,0.13905781507492065,0.2247137427330017,5565.0,1.0,-0.007026162366018784,-0.0038926899433135986,5565.0,1.0,-1.0391805122697664,-2.7171905040740967,5565.0,1.0,0.19672272468834232,0.18455573916435242,0.08364021662436469,5565.0,1.0,0.18294740250168465,0.17529411613941193,0.07222558059436811,5565.0,1.0,-0.013775322186657668,-7.002405140779339,-0.4014436541863208,-0.19767755270004272,3.6296361147292004,5565.0,1.0
RGI2000-v7.0-G-14-11656,14,14-02,G076520E35538N,851194,752,2002-07-10T00:00:00,76.52833651679893,35.5501065,43,18.905504780803398,0,0,3,9,,0,76.48761458411745,35.538860073455616,4447.8296,6512.6313,5322.6265,5335.1084,21.3925,261.3077621459961,7,COPDEM90,8937,4838.84423828125,5457.06201171875,4990.516331658291,199.0,120.39591915150213,4969.234375,4917.17431640625,5017.20263671875,1.0,618.2177734375,155.50526334074485,1799.0,22.15450732113931,159.391845703125,137.5080795288086,174.0472412109375,1.0,0.10393556034217395,0.10319476574659348,0.01579864045385021,0.09368718415498734,0.11034522205591202,1269.0,1.0,0.10823054272326266,0.10432785004377365,0.01730954157191445,0.09972991794347763,0.11260940879583359,1269.0,1.0,0.004294973362891856,0.005158655345439911,1269.0,1.0,4.459795098872143,5.0651655197143555,1269.0,1.0,0.11819868035162406,0.11595983058214188,0.017263680207874683,1269.0,1.0,0.10299758370041001,0.10313199460506439,0.01398851054869585,1269.0,1.0,-0.015201096651214052,-12.860631443593936,-2.6128327931072697,-3.03348445892334,2.2999118338901883,1269.0,1.0
RGI2000-v7.0-G-14-11663,14,14-02,G076376E35595N,849927,752,2002-07-10T00:00:00,76.36278449873387,35.6027975,43,68.3624380664073,0,0,3,9,Ghandogoro Glacier,0,76.39763283094425,35.52631470126662,3454.525,7091.7095,5096.4053,5071.141,21.493977,319.59130477905273,8,COPDEM90,21620,3933.547119140625,6069.86767578125,4828.330976863753,778.0,401.84896634670355,4838.22265625,4607.2098388671875,5127.2041015625,1.0,2136.320556640625,149.1317428962164,6581.0,57.673025375819854,131.5148162841797,111.8149185180664,172.24539184570312,1.0,0.4180164308769004,0.3817150890827179,0.23355436931507118,0.2333695963025093,0.55219367146492,4703.0,1.0,0.4283825961321231,0.39454159140586853,0.23623299349789945,0.24526740610599518,0.5925769209861755,4703.0,1.0,0.010366224466981265,0.019759029150009155,4703.0,1.0,4.493288442882203,6.165328025817871,4703.0,1.0,0.43829923220550715,0.40777742862701416,0.24622796375167358,4703.0,1.0,0.39943350342367906,0.37668079137802124,0.211997460495323,4703.0,1.0,-0.03886572878182809,-8.867396044993518,-0.41725846845597225,-0.36336052417755127,2.963784205837515,4703.0,1.0
RGI2000-v7.0-G-14-11679,14,14-02,G076315E35556N,849377,752,2002-07-10T00:00:00,76.28238010675123,35.585634999999996,43,33.73507572099361,0,0,3,9,Masherbrum Glacier,0,76.33818391111502,35.523414693333294,3611.967,7742.993,5194.295,5305.6006,21.893915,160.98227,5,COPDEM90,17732,4146.734375,6998.154296875,6092.228571428572,245.0,665.181439964031,6286.060546875,6195.876953125,6409.95703125,1.0,2851.419921875,84.57586098625066,1891.0,73.54447331308337,68.70901489257812,59.2895565032959,80.04635238647461,1.0,0.17061574835526316,0.16718849539756775,0.03899745473605593,0.1390673741698265,0.195093035697937,1368.0,1.0,0.16615644533034654,0.16469518840312958,0.04175792748523779,0.1373343989253044,0.18959420919418335,1368.0,1.0,-0.004459308601959407,-0.004795745015144348,1368.0,1.0,-2.1525309601722404,-2.9871020317077637,1368.0,1.0,0.16859370226051376,0.16398024559020996,0.04283673718514799,1368.0,1.0,0.16528302465963085,0.16308176517486572,0.0383918431104911,1368.0,1.0,-0.003310677600882911,-1.9637018207045465,1.2455557661446912,2.1103994846343994,4.00573493974916,1368.0,1.0
RGI2000-v7.0-G-14-11697,14,14-02,G076211E35545N,848746,752,2002-07-10T00:00:00,76.1891948184851,35.533493,43,52.64577817430351,0,0,3,9,Aling Glacier,0,76.26809023701279,35.49534128917842,3705.9248,6455.9854,5054.552,5033.7036,22.564568,38.393185,2,COPDEM90,17546,3905.04345703125,5911.34375,5269.473011363636,66.0,523.5757300462835,5050.42333984375,5005.00244140625,5760.173828125,1.0,2006.30029296875,132.91258145734596,422.0,88.55630866668533,79.8258056640625,62.98329544067383,253.38414001464844,1.0,0.17757689647185496,0.18907934427261353,0.06674541457049922,0.1031795796006918,0.20278368517756462,312.0,1.0,0.19375680043147162,0.20893630385398865,0.08348530564996885,0.14183452725410461,0.23737747967243195,312.0,1.0,0.01617990243129241,0.018486209213733673,312.0,1.0,8.733019706530449,9.34217357635498,312.0,1.0,0.1854561903537848,0.19798937439918518,0.06271483175314146,312.0,1.0,0.17826003294724685,0.18929502367973328,0.06631428863210626,312.0,1.0,-0.007196157406537951,-3.8802465384467504,-0.740635505089393,-0.42722126841545105,4.6627406507303615,312.0,1.0
RGI2000-v7.0-G-14-11700,14,14-02,G076153E35566N,848608,752,2002-07-10T00:00:00,76.16822517297147,35.571547499999994,43,7.685699615408957,0,0,3,9,,0,76.12115878846832,35.56976403450724,4577.234,6406.289,5337.72,5377.2217,27.903784,314.3974151611328,8,COPDEM30,7147,5325.97705078125,5631.2763671875,5448.4140625,12.0,95.78633143494866,5439.9912109375,5375.352294921875,5503.129150390625,1.0,305.29931640625,48.94722554221082,67.0,5.6413557900779825,49.02815246582031,43.79428482055664,53.593244552612305,1.0,0.09884714126586915,0.09834267199039459,0.00863467050678197,0.09321430511772633,0.1049740519374609,50.0,1.0,0.10358416557312011,0.10212817788124084,0.00850947868110599,0.09733618050813675,0.10869190096855164,50.0,1.0,0.004737021923065185,0.004449471831321716,50.0,1.0,4.8633984375,4.50985050201416,50.0,1.0,0.1056990909576416,0.10612049698829651,0.01156148211326491,50.0,1.0,0.09048688888549805,0.08793091773986816,0.009055107712540011,50.0,1.0,-0.01521220207214355,-14.391989499928401,-1.8979322814941406,-1.4635980129241943,2.071931025307729,50.0,1.0
RGI2000-v7.0-G-14-11703,14,14-02,G076135E35597N,848494,752,2002-07-10T00:00:00,76.15243132513544,35.596979000000005,43,6.030369073229233,0,0,0,9,,0,76.11827959746196,35.57986301595023,4649.891,6254.983,5416.2515,5405.094,26.637707,302.06774520874023,8,COPDEM30,6460,5356.033203125,5655.22119140625,5510.96875,22.0,84.14676779873855,5503.69921875,5446.3519287109375,5565.912841796875,1.0,299.18798828125,51.528523763020836,168.0,13.270313145892413,45.989044189453125,40.691697120666504,61.83463191986084,1.0,0.14435128141040646,0.1369975060224533,0.02244914365475575,0.12775687873363495,0.1639685183763504,121.0,1.0,0.12848516732207999,0.12974286079406738,0.007480694180086557,0.12588880956172943,0.13267599046230316,121.0,1.0,-0.015866098325114604,-0.010645538568496704,121.0,1.0,-9.41420777376033,-7.342907905578613,121.0,1.0,0.13286551168142272,0.1327233463525772,0.011078070549917926,121.0,1.0,0.1380498428975255,0.13795070350170135,0.015831293711366764,121.0,1.0,0.005184331216102789,3.901938998687244,0.6764715525729597,0.876078724861145,2.962223612863961,121.0,1.0
