date,0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90,1.00,1.10,1.20,1.30,1.40,1.50,1.60,1.70,1.80,1.90,2.00,2.10,2.20,2.30,2.40,2.50,2.60,2.70,2.80,2.90,3.00,3.10,3.20,3.30,3.40,3.50,3.60,3.70,3.80,3.90,4.00,4.10,4.20,4.30,4.40,4.50,4.60,4.70,4.80,4.90,5.00,5.10,5.20,5.30,5.40,5.50,5.60,5.70,5.80,5.90,6.00,6.10,6.20,6.30,6.40,6.50,6.60,6.70,6.80,6.90,7.00,7.10,7.20,7.30,7.40,7.50,7.60,7.70,7.80,7.90,8.00,8.10,8.20,8.30,8.40,8.50,8.60,8.70,8.80,8.90,9.00,9.10,9.20,9.30,9.40,9.50,9.60,9.70,9.80,9.90,10.00,10.10,10.20,10.30,10.40,10.50,10.60,10.70,10.80,10.90,11.00,11.10,11.20,11.30,11.40,11.50,11.60,11.70,11.80,11.90,12.00,12.10,12.20,12.30,12.40,12.50,12.60,12.70,12.80,12.90,13.00,13.10,13.20,13.30,13.40,13.50,13.60,13.70,13.80,13.90,14.00,14.10,14.20,14.30,14.40,14.50,14.60,14.70,14.80,14.90,15.00,15.10,15.20,15.30,15.40,15.50,15.60,15.70,15.80,15.90,16.00,16.10,16.20,16.30,16.40,16.50,16.60,16.70,16.80,16.90,17.00,17.10,17.20,17.30,17.40,17.50,17.60,17.70,17.80,17.90,18.00,18.10,18.20,18.30,18.40,18.50,18.60,18.70,18.80,18.90,19.00,19.10,19.20,19.30,19.40,19.50,19.54
2017-10-15,0.04206154,0.0476446,0.086119175,0.11740313,0.09907747,0.557644,,,0.43997508,0.15652028,0.056299213,0.25445005,1.2047391,0.38232842,0.4154462,0.75467324,1.1240709,1.0805761,1.0049324,0.48288125,0.42562935,0.7028044,0.74445486,1.0082378,1.8063436,1.7031821,0.8349722,0.9439591,1.117263,1.1877456,1.0816945,1.1993253,0.8302394,0.43405843,0.71985286,0.74761873,0.532888,0.47341046,0.49976295,0.49976295,0.47278038,0.4783207,0.51100236,0.50388247,0.4527733,0.45985967,0.5075438,0.54880565,0.5345317,0.45224953,0.4119228,0.38325897,0.41707236,0.3902729,0.30467454,0.25531167,0.27092347,0.5551414,0.3819264,0.76831603,0.7615984,0.8008214,0.30593273,0.24192056,0.6273234,0.80809975,0.6494713,0.7160234,0.75001115,0.6644898,0.72225124,0.63068986,0.65772265,0.5978124,0.46146566,0.4543211,0.4790913,0.5307047,0.5627288,0.63620186,0.660801,0.74342895,0.81487256,0.87910134,0.87033105,0.92656624,1.0005857,1.0923057,1.2044712,1.5719932,1.7287257,1.527937,1.0013031,0.5812899,0.39580506,0.35506302,0.3609953,0.42372298,0.378182,0.71700066,0.81594646,0.46983135,0.38890916,0.34936023,0.43132266,0.4750455,0.40204278,0.4898338,0.54624116,0.54420584,0.61852753,0.701587,0.6621845,0.8905529,1.3974764,1.451752,1.347789,1.524047,1.6066141,1.5263456,1.5158666,1.6482143,1.0604922,0.0673723,0.05748558,0.06315183,0.07084298,0.05036831,0.037266936,0.029938417,0.03719092,0.07353034,0.26948094,0.51829517,0.76989514,1.5804311,0.7204577,0.5062195,0.12374777,0.32730016,0.41046232,0.2712133,0.23898003,0.25583354,0.29168835,0.12539895,0.0638008,0.045804493,0.044816352,0.046992335,0.037249595,0.029769951,0.119999826,0.31454659,0.2999207,0.34301874,0.38589647,0.25110474,0.20909904,0.18880871,0.21548918,0.22917117,0.24350776,0.25792828,0.29255173,0.31804326,0.20146199,0.25663358,0.2283572,0.35463712,0.26587915,0.20903978,0.19077668,0.103869945,0.071348414,0.04600685,0.06654751,0.1108722,0.15546331,0.21531849,0.21197107,0.123212926,0.0860157,0.14035754,0.13308391,0.034820154,0.026915167,0.042407278,0.07124398,0.08100403,0.07241618,0.044647355,0.06027026,0.07855024,0.024117094,0.020163482,0.020163482
2017-10-27,0.048910107,0.04969983,0.1555328,0.27228478,0.36073172,0.38904527,0.3147879,0.2218362,0.32928583,0.4669587,0.47749814,0.4459015,0.6667653,0.9117042,0.820534,0.6625503,0.8158522,1.2651166,0.77768904,0.46041876,0.6888288,0.985509,1.0715605,0.8896544,0.73620737,1.6343478,0.57850504,0.42858142,0.3529102,0.33813506,0.3843724,0.38512054,0.30352768,0.24690807,0.20425786,0.16278751,0.21655345,0.49338627,0.4702366,0.4702366,0.5131491,0.5313473,0.4551378,0.50932604,0.5505133,0.6271,,0.64549226,0.48166138,0.42268905,0.5419812,0.39842218,0.26053014,0.25530604,0.263837,0.2744738,0.2849943,0.30625883,0.41768298,0.60672075,0.67937094,0.42784408,0.4288258,0.4011641,0.39388826,0.47388205,0.3909688,0.33259788,0.3022333,0.39656043,0.43616953,0.37081185,0.5090167,0.7108982,0.74091583,0.76958394,0.791558,0.8670582,0.8608166,0.9056483,0.904293,0.95659447,1.0020866,0.869103,0.80476063,0.8399034,0.892457,1.0322913,1.1140026,1.3765218,1.289778,1.1350195,0.99625045,0.9621723,0.8625951,0.7379572,0.80772716,0.7707885,0.73167044,0.78744376,0.7248626,0.66657656,0.60915834,0.5116574,0.5528697,0.614967,0.4233149,0.36333573,0.45366117,0.41295668,0.26087576,0.31710842,0.51887715,0.82792985,1.2435986,1.4431161,1.5991886,1.5002893,1.4195722,1.399563,1.3520575,1.3264341,1.2781837,0.36988434,0.099611446,0.11819936,0.16654283,0.09133718,0.051915698,0.032419965,0.030938508,0.026076583,0.039616108,0.10903488,1.1745281,2.8754187,2.2937045,2.3046389,1.0972903,0.24970336,0.088120505,0.11716607,0.25270793,0.5351174,0.3005298,0.07820298,0.069194034,0.035153866,0.027103318,0.032415386,0.044357035,0.04748466,0.08399558,0.2233085,0.19609784,0.23374718,0.30187666,0.40370598,0.3451904,0.4957218,0.41707215,0.4256035,,,0.3766101,0.37090543,0.36300433,0.35285527,0.33606237,0.3904764,0.40279672,0.43598992,0.33193687,0.22036372,0.38507208,0.5288209,0.5313387,,,0.39031655,0.391106,0.4563911,0.26125005,0.11743446,0.26784003,0.3005249,0.25341907,0.24935524,0.21171595,0.15368222,0.10814869,0.08501003,0.07530788,0.06740662,0.04338545,0.041792125,0.041792125
2017-11-08,0.034716606,0.031580437,0.02744481,0.027877072,0.0716656,0.50770617,0.4734812,0.1435406,0.08889167,0.3719952,0.55585116,0.41088375,0.43001607,0.40192506,0.32588017,0.3699358,0.4175341,0.36615306,0.37147006,0.40283296,0.5399452,0.63817143,0.9556599,1.0351998,1.060194,1.2439439,0.8894191,1.0701642,1.4970332,0.85357237,0.80912316,0.9025403,0.8002598,1.1288706,1.4390032,0.9662256,0.73742425,0.7854799,0.79121816,0.79121816,0.63351065,0.73789155,0.5177245,0.4817885,0.48295873,0.55513924,0.509966,0.44879654,0.42366266,0.42577434,0.43243802,0.5018294,0.538799,0.45872834,0.39214754,0.23808871,0.27670974,0.3098618,0.44910225,0.50376636,0.5267501,0.5230001,0.59010965,0.7864454,0.7613139,0.17034169,0.10292663,0.13180372,0.17069526,0.47836965,0.6098201,0.5901192,0.59362555,0.5844022,0.6184083,0.58958316,0.5797288,0.61283857,0.7965948,0.9304988,0.871213,0.75509894,0.7893468,0.8730901,0.88117814,0.9411431,0.99435484,1.018192,1.028485,1.205123,2.170778,2.2448585,1.7755072,1.2604303,0.72288233,0.6122798,0.754369,0.55865014,0.28046495,0.561118,0.79238474,0.7004773,0.7556561,0.69942343,,0.90960497,0.8487305,0.87980694,0.71841353,0.71489286,0.5005722,0.45976415,0.7667308,1.0824513,1.4274324,1.4868995,1.5069185,1.5420047,1.516682,1.5218583,1.536785,1.6278375,1.584163,0.6770316,0.27144057,0.32530597,0.33779195,0.08929368,0.051271453,0.057394605,0.060252428,0.20515122,0.63453794,1.2814656,2.250419,,1.5088701,1.430302,0.77352035,0.36142433,0.10740387,0.028052704,0.007507513,0.27136543,0.26714584,0.036127437,0.05661419,0.03370385,0.03283081,0.04311981,0.0410037,0.088673696,0.19436753,0.27923492,0.29778686,0.2901205,0.27851966,0.25336492,0.29049838,0.28053242,0.2869754,0.26722437,0.24792416,0.256699,0.25838387,0.3014738,0.2585753,0.22467148,0.27328226,0.25372678,0.21701595,0.39747807,0.53136796,0.41468543,0.26598486,0.16872457,0.13038005,0.14412661,0.35535246,0.40383244,0.47176844,0.51866865,0.21020378,0.05329293,0.050327152,0.067616835,0.08002833,0.06454742,0.057431117,0.06718931,0.08560336,0.06683059,0.016062958,0.01136917,0.0150636835,0.016905898,0.016905898
2017-11-20,0.026104745,0.054605924,0.040772162,0.0429114,0.2634446,,0.2781703,0.48359352,0.2563805,0.30961952,0.3431728,0.3967786,0.37909603,0.6598235,0.33553898,0.41692105,0.7267481,1.0105288,1.2901362,1.0912005,1.0627298,1.0963268,0.8881226,0.30473867,0.54199994,0.5395797,0.7787603,0.64116293,0.6825841,0.9905518,0.9769189,0.9365286,0.86665064,0.6137216,0.57189316,0.5238426,0.5565961,0.4696466,0.46773618,0.46773618,0.47806177,0.45183247,0.36735687,0.32065785,0.2925296,0.3219846,0.322015,0.35425448,0.43678394,0.48609164,0.49615088,0.4361101,0.3954359,0.38000232,0.18297873,0.1228764,0.2125546,0.2926784,0.2781552,0.2681373,0.27008808,0.44810426,0.5121409,0.32447833,0.38882682,0.37717536,0.3625703,0.3996927,0.42100045,0.48537397,0.5148035,0.5841838,0.6838318,0.8426626,0.92387795,1.1124679,1.1767278,1.0984318,1.0553373,1.1120949,0.98409843,0.7967251,0.87446743,1.0480195,1.0702168,1.0249919,0.88773197,0.7717351,0.7187978,0.76923853,0.68412036,0.5632712,0.6033072,0.6199527,0.4880779,0.4224162,0.65479237,0.6770357,0.46643296,0.67256945,0.60981727,0.3691301,0.6031193,0.5594555,0.6269029,0.6489261,0.63162017,0.6907986,0.60705554,0.58161145,0.7224607,0.9917406,0.9328735,0.9715758,1.184501,1.325857,1.4441856,1.4557701,1.4760778,1.480914,1.5395262,1.4776398,1.278438,0.5452051,0.32861468,0.26426798,0.27975148,0.1591533,0.19875346,0.16057536,0.10583393,0.08584323,0.2141882,0.8813713,1.6349996,1.8359896,1.9823995,2.7481887,0.7166739,0.049257502,0.5591576,0.25205347,0.12153194,0.16585222,0.17433946,0.02875499,0.053241443,0.088747434,0.047676813,0.07026157,0.13433856,0.28094164,0.41754034,0.49768907,0.5170415,0.48164237,0.2836047,0.24469812,0.2956469,0.22494522,0.17150675,0.19132061,0.21565112,0.1870578,0.18600695,0.21580541,0.07586299,0.072246514,0.087669745,0.23568636,0.42432365,0.43225908,0.27855873,0.21567886,0.15220311,0.14523742,0.15425897,0.13379283,0.08539921,0.1586456,0.15829903,0.24248274,0.30518526,0.25207958,,0.25809693,0.16443871,0.15373805,0.0880044,0.06516721,0.10151541,0.06561287,0.04067909,0.048911326,0.008492686,0.013798888,0.013798888
2017-12-02,0.16807254,0.15252948,0.25826144,0.322956,0.20757681,0.051228918,0.29510075,0.1969467,0.22641204,0.30657545,0.46003595,0.4023793,0.64437646,0.80825824,0.44700915,0.3897764,1.3819287,,0.7236732,0.6879531,1.3049237,1.2794948,1.2748612,0.37683204,0.09108734,0.3422892,0.654969,0.83292794,0.79249406,0.8312423,0.54017967,0.30230877,0.22944458,0.8463747,1.4417814,0.4405522,0.23716864,0.45641392,0.5644061,0.5644061,0.6931298,0.66410977,0.50282687,0.54705215,0.5386793,0.5539517,0.56855637,0.5786749,0.4967404,0.47191957,0.5762895,0.5412905,0.3396798,0.20068452,0.37043643,,,0.4746381,0.09884403,0.26082966,0.23426642,0.61210203,0.54818183,0.7777048,0.7180182,0.85083026,0.6997277,0.66719383,0.50005597,0.524498,0.5067757,0.56188154,0.59153867,0.6692253,0.5728169,0.57025,0.56439,0.5382841,0.5621271,0.5965488,0.7045001,0.8556156,0.9420477,0.9861927,1.0290083,1.047913,1.1193281,1.181981,1.2925313,1.3930805,1.7043276,2.4100926,1.7207032,0.2224102,0.2498651,0.39929834,0.43644428,0.5556075,0.52864635,0.22553568,0.41727048,0.44128874,0.7404997,0.60987055,0.62720937,0.77824944,0.6738094,0.7632195,0.7505127,0.6033026,0.50499797,0.5240774,0.7679042,0.9499561,1.0615739,1.3216573,1.5642401,1.5534736,1.5818521,1.6092566,1.467252,1.3369232,1.2341073,0.54002786,0.41972136,0.30019113,0.2556913,0.12759988,0.08583417,0.069217,0.07512366,0.04531625,0.1731433,1.4082044,2.4061074,2.426449,2.0401795,0.5164008,0.08205256,0.18435177,0.2285121,0.21216577,0.248543,0.16531552,0.123635456,0.12603219,0.1367259,0.14612243,0.13001658,0.18078701,0.20239183,0.21754284,0.24629909,0.3366924,0.28186083,0.35869423,0.3009726,0.24228625,0.234124,0.23653467,0.2293167,0.20962967,0.19852148,0.2938605,0.21199617,0.24108888,0.13386072,0.08806912,0.12787817,0.0827366,0.10016407,0.07057921,0.06161774,0.09541566,0.10951904,0.12029887,0.1426267,0.15067281,0.090194546,0.15144096,0.14305705,0.13536519,0.34772736,0.21355927,0.2261788,0.20412295,0.15680568,0.14381495,0.12922588,0.11829555,0.14696899,0.15017933,0.11063921,0.07606668,0.046598136,0.024311172,0.024311172
2017-12-14,0.028630028,0.04151883,0.06352255,0.31183454,0.5024117,0.10000134,0.286764,0.4211771,0.36053613,0.39249843,0.3684505,0.57995,0.28904197,0.614636,0.61330223,0.58127326,0.5573994,0.8313948,1.3085033,0.55003256,0.6118007,0.6265711,0.56335455,0.5936714,0.5764092,0.24921064,0.24400091,0.34993982,0.41769707,0.41183084,0.4106212,0.45273852,0.62209433,0.70191437,0.605371,0.5758591,0.53767395,0.4619554,0.43959492,0.43959492,0.38730392,0.3751485,0.3675783,0.29407814,0.2256247,0.30789962,0.40730068,0.37851903,0.33216527,0.29283202,0.36500114,0.40869668,0.39009562,0.4378139,0.45749366,0.29092038,0.12986842,0.21628292,0.55620503,0.66245216,0.8960205,0.8264947,0.4264798,0.43998346,0.43322432,0.4180981,0.4328782,0.4440577,0.45302618,0.8320604,1.0371362,0.7393663,0.8266125,0.6952637,0.28468373,0.29940352,0.39716777,0.55885625,0.58879864,0.64402467,0.7230631,0.8326935,0.91064394,0.9918466,0.96547174,1.0874015,1.1409518,1.1854638,1.243994,1.3157012,1.7908213,1.7768562,1.0658263,0.9725248,0.44623977,0.20640251,0.26651305,0.29941997,0.23752756,0.56858313,0.72935075,0.46792147,0.5970037,0.6402874,0.57099897,0.6462796,0.83325046,0.8898475,0.61067605,0.19218999,0.32324308,0.4150489,0.9962659,1.1696403,1.4098935,1.4242337,1.3768044,1.3206888,1.316804,1.3230431,1.3480191,1.2926621,1.0627732,0.35445493,0.20203806,0.09419351,0.09899905,0.16773959,0.16187333,0.2010445,0.25822467,0.26566735,0.24110469,0.9945297,1.888317,1.8397561,1.9546613,1.1507385,0.3180529,0.41011396,0.56090623,0.63938427,0.64587736,0.51727796,0.3896962,,0.17210437,0.12437744,0.20411022,,0.33185282,0.2991031,0.3725042,0.44500208,0.47355232,0.54399204,0.4295428,0.31436974,0.33608106,0.36990643,0.3829139,0.30238345,0.3328727,0.21380483,0.23913872,0.15860307,0.12089527,0.1269504,0.10790581,0.044535153,0.05769055,0.11716359,0.19471878,0.13832402,0.12441876,0.19170612,0.20777641,0.2025818,0.13613051,0.09991166,0.059992086,0.037859667,0.066711664,0.12168307,0.15391967,0.16690642,0.18078288,0.14386205,0.0962598,0.089726225,0.07651848,0.051304307,0.028068945,0.023499241,0.013840436,0.008751919,0.008751919
2017-12-26,0.04728391,0.1461794,0.1711262,0.047257252,0.14053027,0.23100004,0.5256906,0.5374674,0.6382237,0.5295885,0.61295,0.6019161,0.67714894,0.7246928,0.7735945,0.7683948,0.8119885,1.1739469,1.0245956,0.68867356,0.9087891,0.728048,0.61009896,0.60319847,0.45955086,0.7491387,0.98048675,0.29804012,0.67004377,0.9379464,0.46949476,0.29282463,0.23341587,0.2251651,0.20254822,0.32801005,0.5979634,0.37727574,0.3363505,0.3363505,0.3660027,0.43580365,0.39640844,0.33431235,0.34631538,0.382398,0.4502213,0.45155522,0.34341517,0.14765358,0.16937077,0.23096807,0.43001702,0.5502274,0.36807358,0.3252163,0.26859733,0.167282,0.13732201,0.14650492,0.24351989,0.16563322,0.14260902,0.19073826,0.37658307,0.50084895,0.67865145,0.6774105,0.5133939,0.42660105,0.2821948,0.3193713,0.5127558,0.6988119,0.7143787,0.6103152,0.53273267,0.6748234,0.64967453,0.63511986,0.6089834,0.6628397,0.7478806,0.86273533,0.86896694,0.9543325,1.024175,1.1190464,1.268971,1.5164547,1.6294576,1.7950889,1.4876631,0.9026205,0.71610063,0.7950713,0.85701984,0.8899356,0.8241226,0.78532565,0.7680525,0.78529537,0.75281334,0.7273158,0.72027564,0.62670743,0.5409932,0.59542876,0.5468264,0.46522957,0.48852307,0.640634,0.87364405,1.0746537,1.2480093,1.3870801,1.4171743,1.4043055,1.439605,1.4558897,1.4861279,1.4600499,1.2671006,0.8043505,0.6523495,0.5025023,0.33640125,0.13061932,0.11876797,0.1283271,0.1335606,0.17276005,0.80147237,1.5731778,1.7852998,2.1083899,2.4618855,2.1992805,0.42808697,0.110869266,0.19222952,0.18903023,0.3243243,0.4989144,0.45110187,0.3393367,,0.26701775,0.16232853,0.23136142,0.26637635,0.24729739,0.27373922,0.2686359,0.13995804,0.16280496,0.18339245,0.1959377,0.231155,0.19920987,0.1808659,0.1671577,0.13551109,0.12541558,0.19180512,0.14219482,0.14838997,0.23113492,0.106408,0.121582106,0.33323944,0.5337168,0.3744523,0.28276342,0.2756496,0.27486366,0.24374399,0.20257975,0.2260481,0.29831305,,0.3327682,0.08578364,0.057076402,0.03745185,0.04634655,0.09708023,0.16073863,0.13724788,0.08686537,0.044420138,0.022612248,0.024279652,0.03733582,0.032418635,0.01917436,0.01917436
2018-01-19,0.019119417,0.021742404,0.068671964,0.09015749,0.060863815,0.05143377,0.15124586,0.4697798,0.29900277,0.45048657,0.7050801,1.0083057,0.74355274,0.8156116,0.5327688,0.51501334,0.5384675,0.37030205,0.11194633,0.26166338,0.6442459,0.5262752,0.37672016,0.27631557,0.86525285,0.6562505,0.69108343,1.2798643,0.7594014,1.1286305,1.5682669,0.8598236,0.8668933,1.1166844,1.0485641,0.76340073,0.7751373,0.1233019,0.3166042,0.3166042,0.39361435,0.3962352,0.44038063,0.46397498,0.4992062,0.54202896,0.5162037,0.4266927,0.41381848,0.5084715,0.36100852,0.47774637,0.26430127,0.13862053,0.12493752,0.2055439,0.45610148,0.62068415,0.7650501,1.0577338,1.10108,0.6626112,0.63732696,0.54221267,0.38284978,0.42969862,0.58585954,0.71672595,0.58276194,0.7982388,1.0270555,1.0370249,0.9028961,0.8301534,0.857254,0.874293,0.8701762,0.71697295,0.69437236,0.7330608,0.73474556,0.7821147,0.7854467,0.7800966,0.79407156,0.8456974,0.99407405,0.98755383,1.3775698,1.7990668,2.0144145,1.9945652,1.1635627,0.96870625,0.9507186,0.87688303,1.0565859,0.87290406,0.29460892,0.5621427,0.92328,0.43295965,0.4483561,0.44480598,0.6609833,0.5879452,0.4687509,0.5440435,0.4907222,0.33897197,0.39200154,0.72786874,0.8148974,0.85357004,1.2510837,1.5004479,1.62083,1.4492574,1.4644744,1.414045,1.3841743,1.2919009,1.1179913,0.5906451,0.151271,0.08947654,0.112250485,0.101425976,0.097918235,0.09498391,0.09107047,0.1179722,0.28877965,1.0862256,2.0151918,2.1668983,2.2265904,1.8831354,0.86817235,0.80964047,0.32680023,0.12164194,0.579942,0.6821884,0.27499294,0.10405029,0.15481785,0.10072875,0.05553981,0.06463556,0.18140505,0.45492005,0.6055961,0.59786505,0.4605814,0.384953,0.36201426,0.30158055,0.25466284,0.22784124,0.23563422,0.25459296,0.27757695,0.29013905,0.3284495,0.30636206,0.3423141,0.24378845,0.18284316,0.12680519,0.1391505,0.15558943,0.14832793,0.106248744,0.07244597,0.06438497,0.04682387,0.056602035,0.13988113,0.14504968,0.112141244,0.13689935,0.2081826,0.27849096,0.31640854,0.29081568,0.2761224,0.25370532,0.22002234,0.14774467,0.09835068,0.07721444,0.06476811,0.04895783,0.017065795,0.019470893,0.019470893
2018-02-12,0.041906912,0.04423838,0.053939875,0.22844353,0.24352106,0.12923749,0.111938685,0.20157465,0.12950212,0.14543551,0.03263838,0.13987084,1.045722,0.3702183,0.44043967,0.5022988,0.5660905,0.87862104,1.5386168,1.3364404,0.7760468,0.5113884,0.5050029,0.6753611,1.2691687,1.2236438,0.8964556,0.5210565,0.6685341,0.82259977,0.8567784,0.75082624,0.77492493,0.81619644,0.80244005,0.79956114,0.74469674,0.54416794,0.56356364,0.56356364,0.52674466,0.5094852,0.5269312,0.53758615,0.572379,0.51939696,0.48305702,0.5148354,0.37342435,0.20716755,0.30621916,0.4582823,0.4815231,0.3747648,0.23998848,0.25145742,0.3467835,0.27234232,0.2534145,0.2351218,0.25678337,0.26244622,0.4239203,1.0208333,0.78688467,0.8476872,1.7424319,0.86937916,1.0505505,0.99265224,0.8751733,0.41047475,0.51749444,0.5355271,0.7102812,0.6735117,0.6519211,0.69516593,0.71350807,0.77356035,0.7483509,0.66664135,0.88022393,1.0060785,0.9691086,1.0117522,1.019241,0.9772402,0.9111666,1.7144864,1.8315908,1.8924128,2.0173194,1.513084,0.8508898,0.8211644,0.95415604,0.8291016,0.36318168,0.6748529,0.831978,0.6496485,0.5727217,0.51536316,0.5369974,0.54430807,0.49297893,0.58415335,0.5742959,0.7034967,0.7154928,0.68843,0.90666693,1.3313804,1.2468178,1.1717469,1.1826483,1.2269163,1.3680053,1.4589413,1.4864204,1.5908147,1.5080936,,,,0.2467693,0.09670502,0.07550283,0.062697284,0.036000546,0.17793997,,,1.9016383,1.9833118,2.2774992,1.8110106,0.5011985,0.25573295,0.098561615,0.014217511,0.11624271,0.30027586,0.621043,0.05620431,0.1519864,0.17495102,0.17109804,0.10225174,0.07834378,0.13183141,0.55072594,0.62445146,0.46915525,,,0.31157,0.20683351,0.16668478,0.16934843,0.17664112,0.15481818,0.16845356,0.22091645,0.26513353,0.22352134,0.19878516,0.20584968,0.23813741,0.22840479,0.24234754,0.23880176,0.26116288,0.22649454,0.059621908,0.050951947,0.059369564,0.12346623,0.17655116,0.2236462,0.29676464,0.28394789,0.04483751,0.0089017525,0.024451481,0.015844414,0.03226173,0.0878596,0.08882349,0.10864318,0.15129115,0.11610525,0.07221956,0.023389762,0.013024415,0.013024415
