date,0.00,0.10,0.20,0.30,0.40,0.50,0.60,0.70,0.80,0.90,1.00,1.10,1.20,1.30,1.40,1.50,1.60,1.70,1.80,1.90,2.00,2.10,2.20,2.30,2.40,2.50,2.60,2.70,2.80,2.90,3.00,3.10,3.20,3.30,3.40,3.50,3.60,3.70,3.80,3.90,4.00,4.10,4.20,4.30,4.40,4.50,4.60,4.70,4.80,4.90,5.00,5.10,5.20,5.30,5.40,5.50,5.60,5.70,5.80,5.90,6.00,6.10,6.20,6.30,6.40,6.50,6.60,6.70,6.80,6.90,7.00,7.10,7.20,7.30,7.40,7.50,7.60,7.70,7.80,7.90,8.00,8.10,8.20,8.30,8.40,8.50,8.60,8.70,8.80,8.90,9.00,9.10,9.20,9.30,9.40,9.50,9.60,9.70,9.80,9.90,10.00,10.10,10.20,10.30,10.40,10.50,10.60,10.70,10.80,10.90,11.00,11.10,11.20,11.30,11.40,11.50,11.60,11.70,11.80,11.90,12.00,12.10,12.20,12.30,12.40,12.50,12.60,12.70,12.80,12.90,13.00,13.10,13.20,13.30,13.40,13.50,13.60,13.70,13.80,13.90,14.00,14.10,14.20,14.30,14.40,14.50,14.60,14.70,14.80,14.90,15.00,15.10,15.20,15.30,15.40,15.50,15.60,15.70,15.80,15.90,16.00,16.10,16.20,16.30,16.40,16.50,16.60,16.70,16.80,16.90,17.00,17.10,17.20,17.30,17.40,17.50,17.60,17.70,17.80,17.90,18.00,18.10,18.20,18.30,18.40,18.50,18.60,18.69
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4616875,0.4617556,0.44003054,0.45570433,0.43238112,0.4050703,0.3920374,0.41234735,0.4053726,0.41830724,0.41686237,0.41376472,0.3892525,0.3892525,0.377663,0.31638086,0.3070772,0.29788128,0.29626855,0.32008374,0.3833928,0.44407114,0.46729156,0.45816505,0.46025375,0.48018512,0.48448905,0.51137805,0.51950336,0.50326407,0.47200546,0.4224211,0.33017728,0.33017728,0.28531107,0.26253185,0.2605436,0.2605436,0.29796827,0.30649856,0.28290755,0.30920938,0.30608833,0.30840623,0.30840623,0.31281757,0.32350156,0.32591048,0.30475703,0.3080438,0.2987672,0.3128923,0.3258976,0.3089189,0.33336148,0.33336148,0.39401397,0.43506292,0.40397805,0.40397805,0.34250516,0.3336344,0.30439875,0.27785608,0.26907888,0.26789236,0.26789236,0.26129204,0.26095396,0.25930586,0.25773957,0.2606342,0.27044937,0.286883,0.3099721,0.3309112,0.36022687,0.39497676,0.43074837,0.4705601,0.49976048,0.53902406,0.55573267,0.533699,0.38709125,0.33880168,0.26225945,0.20921902,0.15848942,0.15848942,0.1209128,0.06922303,0.09777534,0.09614089,0.2837952,0.24512736,0.17447706,0.12832017,0.13531967,0.13299292,0.13299292,0.122459814,0.1330056,0.15258566,0.15258566,0.15482359,0.16194138,0.19618489,0.18554011,0.07735303,0.07735303,0.045396283,0.09303229,0.12804899,0.11319708,0.08297629,0.08297629,0.04687965,0.055991903,0.07076947,0.10207204,0.13004248,0.15542394,0.1567813,0.1567813,0.12156315,0.11946377,0.0958542,0.095445424,0.07692247,0.07692247,0.060792223,0.05645065,0.04817971,0.046355855,0.046980556,0.054305047,0.054305047,0.045186855,0.04308131,0.034131035
2017-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5724495,0.47118774,0.3908068,0.5366124,0.53063565,0.5998042,0.5676119,0.40277135,0.362143,0.5124539,0.5722956,0.62797844,0.68539965,0.68539965,0.6535918,0.34514016,0.36000624,0.39775243,0.41842312,0.38646653,0.3236944,0.27353886,0.2497678,0.2555295,0.29685092,0.36812633,0.39405796,0.51345676,0.5631871,0.5293558,0.5148271,0.48160523,0.39138964,0.39138964,0.36136022,0.32872084,0.3292886,0.3292886,0.32384437,0.30978468,0.31834853,0.32519907,0.3108039,0.26762047,0.26762047,0.21729021,0.1794236,0.19926745,0.22007598,0.2244734,0.24426657,0.24301156,0.24408421,0.19377312,0.20916642,0.20916642,0.2095243,0.21188727,0.21417327,0.21417327,0.22670558,0.23181053,0.24587715,0.2563273,0.29228777,0.30573872,0.30573872,0.3049427,0.29689497,0.28203952,0.27698186,0.2963465,0.3420564,0.3862242,0.40722477,0.4247473,0.43155718,0.4256873,0.4089163,0.48523417,0.49973476,0.5423062,0.56653666,,0.4588423,0.5065784,0.39953458,0.32524735,0.30194846,0.30194846,0.30882445,0.30242708,0.2659056,0.23386626,0.19620116,0.30528417,0.7358446,0.5081896,0.63707495,0.46632484,0.46632484,,,0.27613947,0.27613947,0.24019471,0.22550015,0.20186892,0.1403534,0.075693965,0.075693965,0.07134944,0.084074974,0.07929029,0.067850225,0.13401958,0.13401958,0.31283095,0.31966627,0.29581657,0.2688287,0.23618886,0.28813407,0.26706,0.26706,0.2719767,0.23302543,0.120872326,0.09705535,0.07003679,0.07003679,0.07014317,0.0702034,0.07436494,0.073225565,0.08103879,0.089666605,0.089666605,0.09239952,0.09116918,0.08492639
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6427259,0.64971995,0.6254308,0.6886552,0.66110516,0.7497672,0.7527049,0.8380674,0.7754077,0.39548382,0.30854413,0.25010747,0.19277643,0.19277643,0.20358852,0.2379722,0.23791204,0.22466683,0.22398962,0.25206566,0.2953595,0.31911156,0.3071316,0.2649307,0.22001535,0.2263959,0.24289468,0.4400243,0.5294239,0.46489203,0.351802,0.28484118,0.2844288,0.2844288,0.25253662,0.2251622,0.19511512,0.19511512,0.19568864,0.3134057,0.33088648,0.4052349,0.3877468,0.33825848,0.33825848,0.27664655,0.23908053,0.20993014,0.20112662,0.2156721,0.24329832,0.26694664,0.27253547,0.23956704,0.28554693,0.28554693,0.3220149,0.31740406,0.32251158,0.32251158,0.28543562,0.2756035,0.22371113,0.22859706,0.23524217,0.24443749,0.24443749,0.25609803,0.26296893,0.27739877,0.28989813,0.3153672,0.34825206,0.38517585,0.4145482,0.40571243,0.41651434,0.42745408,0.44042546,0.44156814,0.4501179,0.46399802,0.46062288,0.37269896,0.27197728,0.33491257,0.30687615,0.29975182,0.2871509,0.2871509,0.28046188,0.23876423,0.24328218,0.20976478,0.29537472,0.24865963,0.26329,0.2385584,0.24599916,0.20935312,0.20935312,0.24567172,0.17990805,0.18192394,0.18192394,0.20759952,0.2262438,0.2238903,0.23044758,0.20351657,0.20351657,0.11704317,0.066936605,0.067955,0.06731167,0.0819394,0.0819394,0.10675775,0.17976257,0.14941177,0.17453037,0.16029662,0.12638606,0.110370696,0.110370696,0.11457523,0.10508011,0.10134309,0.09430315,0.09046882,0.09046882,0.09354153,0.09322457,0.09341389,0.08928125,0.049181838,0.019333988,0.019333988,0.010856238,0.00992402,0.010643139
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4492367,0.4492367,0.44977227,0.45201477,0.4721805,0.46528497,0.5173692,0.53802603,0.5667402,0.5235818,0.55534095,0.4669287,0.46099156,0.44678947,0.16016473,0.16016473,0.15846767,0.12722747,0.1269126,0.121273704,0.14940478,0.2118414,0.26996827,0.28138763,0.2531331,0.22248186,0.22508697,0.29407555,0.3408709,0.43780386,0.461574,0.5165044,0.5622193,0.54856956,0.5224027,0.5224027,0.2945554,0.15914112,0.1493711,0.1493711,0.22771865,0.40471327,0.46434706,0.44047207,0.46512747,0.46982226,0.46982226,0.46935147,0.4747516,0.48235217,0.43312976,0.41472724,0.2609149,0.2509569,0.2665362,0.25951836,0.29582265,0.29582265,0.31390825,0.280683,0.29406232,0.29406232,0.2838974,0.28736073,0.27413794,0.27735674,0.27541956,0.28139302,0.28139302,0.29250196,0.29705876,0.3015275,0.28986856,0.29489726,0.3136186,0.33821383,0.36524785,0.37138993,0.42362309,0.47383702,0.5272885,,0.5895236,0.51116073,0.5077588,0.44103456,0.3421663,0.39293206,0.30581495,0.29178065,0.23809445,0.23809445,0.1273451,0.17178722,0.2787144,0.09478741,0.1304332,0.13682131,0.20111756,0.07647061,0.24234968,0.19357091,0.19357091,0.19359973,0.14782685,0.12100911,0.12100911,0.06755314,0.02491113,0.017297689,0.030457875,0.048426,0.048426,0.05604442,0.07662668,0.10716807,0.11380156,0.21425657,0.21425657,0.26748034,0.30134416,0.25458047,0.271194,0.2829745,0.22637886,0.21440043,0.21440043,0.15972817,0.14655499,0.09684142,0.086627476,0.052078746,0.052078746,0.05744573,0.061025787,0.06944437,0.06897683,0.07717282,0.08708102,0.08708102,0.08978797,0.088235766,0.07908697
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6654691,0.63981175,0.6476352,0.64064646,0.6703134,0.6488873,0.66737485,0.68406403,0.6929291,0.7186434,0.7186434,0.7006514,,,,0.6175674,0.6153378,0.61554706,0.61477304,,0.59455717,0.5479524,0.49249014,0.36120525,0.44585183,0.4689807,0.38278612,0.34449184,0.30088395,0.32997414,0.32997414,0.28101,0.17255591,0.16868421,0.16868421,0.21719061,0.23570931,0.22792332,0.2113912,0.21622533,0.3112347,0.3112347,0.34310845,0.3429523,0.39454028,0.35883987,0.37569514,0.32922044,0.3324198,0.35362467,0.33868727,0.385853,0.385853,0.29275745,0.29538825,0.30179033,0.30179033,0.34766257,0.34903356,0.33745232,0.3328202,0.3251426,0.32753122,0.32753122,0.3114718,0.31095535,0.31662753,0.298448,0.290408,0.26426157,0.2329477,0.21858169,0.24248558,0.2506553,0.26671267,0.29906908,0.30068278,0.3012288,0.2823683,0.29187667,0.30280158,0.31783116,0.29099283,0.27262264,0.21399704,0.16524346,0.16524346,0.19335249,0.20138569,0.23631695,0.26894364,0.49155176,0.32382378,0.15430072,0.08725068,0.08634252,0.115254365,0.115254365,0.10832642,0.16165055,0.16329215,0.16329215,0.10994035,0.08222011,0.11037545,0.13147712,0.12063135,0.12063135,0.1101951,0.11298676,0.118147016,0.12634705,0.13705732,0.13705732,0.12972693,0.12976697,0.13622376,0.13245484,0.12870194,0.11956304,0.11659926,0.11659926,0.1342769,0.12888184,0.14225984,0.13023409,0.12085509,0.12085509,0.094401665,0.081454016,0.08776232,0.08202269,0.0808493,0.069864005,0.069864005,0.066875614,0.066260815,0.06946324
2017-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13770221,0.13770221,0.1379587,0.18769282,0.41429856,0.33827248,0.6337087,0.7034217,0.90828526,0.742864,,,,,,,,,,,,,0.6127773,0.53976667,0.489287,0.44838703,0.41836244,0.43266445,0.34836888,0.6642917,1.0535088,,,,,,,,,,,,,0.48069492,0.5378956,0.4407952,0.4407952,0.47210667,0.47108522,0.3663932,0.3888938,0.3690284,0.37550867,0.36021248,0.35082296,0.34230152,0.37444568,0.37444568,0.42913407,0.45998555,0.45609266,0.45609266,0.40035823,0.4126319,0.4040658,0.40249518,0.40117308,0.39892548,0.39892548,0.39113736,0.38775215,0.38576692,0.37830922,0.3753573,0.36929777,0.3595296,0.35088292,0.3348487,0.35099208,0.37173155,0.38561472,0.37396336,0.38524798,0.37820405,0.39140528,0.40588477,0.3571278,0.33180273,0.24229471,0.17893548,0.16125587,0.16125587,0.14445086,0.13488215,0.181354,0.14783227,0.22113939,0.2317382,0.20883547,0.14665385,0.11426387,0.10378457,0.10378457,0.11743015,0.12681915,0.11023155,0.11023155,0.09573916,0.08536533,0.06259911,0.03743853,0.034768954,0.034768954,0.059106987,0.050622635,0.03939008,0.045766257,0.06053254,0.06053254,0.10021179,0.12931104,0.17005709,0.18194915,0.18799922,0.15430124,0.14646041,0.14646041,0.14112444,0.140483,0.15559669,0.1568585,0.15238425,0.15238425,0.13872889,0.12865366,0.12281768,0.113353215,0.110048816,0.09904137,0.09904137,0.08682437,0.08450928,0.08232516
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57366276,0.8636998,,,,,,,,,,,,,,,,,0.54564357,0.47213823,0.35423508,0.21525961,0.21189709,0.20810974,0.2117832,0.26742303,0.42715117,,,0.7674488,,,,,0.7337823,0.71645945,,,0.58299863,0.23887445,0.5043403,0.30799592,0.4755214,0.89007443,0.89007443,,1.38202835e-11,0.28229132,0.2775069,0.32065257,0.1978953,0.20354973,0.28417695,0.38852707,0.5215791,0.5215791,0.39148182,0.36203328,0.32237846,0.32237846,0.33252037,0.33319822,0.3377511,0.33558974,0.33165556,0.3342751,0.3342751,0.33531457,0.33222824,0.322565,0.35068357,0.29765055,0.13895611,0.123135604,,,,,,0.45149285,0.45795482,0.53817046,0.5672034,0.4852452,0.40332586,0.39971873,0.3775595,0.33973598,0.33919424,0.33919424,0.3595767,0.32350665,0.24136803,0.1854786,0.15758261,0.18530011,0.21931833,0.14961483,0.19146425,0.33339536,0.33339536,0.2930433,0.16393234,0.099367045,0.099367045,0.08025032,0.10963401,0.14819512,0.14477606,0.1364625,0.1364625,0.14765139,0.14867258,0.13864,0.13984038,0.15213728,0.15213728,0.16310742,0.15098056,0.13508664,0.115700714,0.09178455,0.07447993,0.05535614,0.05535614,0.06669382,0.06364061,0.087861665,0.08605967,0.06887755,0.06887755,0.063784,0.063598245,0.06785597,0.06663181,0.055749528,0.046605974,0.046605974,0.04215963,0.041582644,0.042134613
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5726717,0.69352865,0.67048573,0.7180188,0.6554098,0.6908362,0.58596903,0.5621324,0.5343921,0.40327647,0.40327647,0.3874144,0.2842346,0.28995797,0.30195323,0.3240864,0.347989,0.35645708,0.33269516,0.28887838,0.25571734,0.25504318,0.30763367,0.29657686,0.4556297,0.5320765,0.5287005,0.5172832,0.5154847,0.47365752,0.47365752,0.3335506,0.3027269,0.2584471,0.2584471,0.3294977,0.24090388,0.16741286,0.17350808,0.17808072,0.458603,0.458603,0.53224385,3.708571e-12,1.7215232e-12,2.561819e-12,0.39019635,0.41596848,0.4377919,0.4154133,0.3792369,0.3234049,0.3234049,0.3050512,0.22394994,0.30530632,0.30530632,0.39870867,0.40137818,0.35214472,0.33704352,0.3094792,0.30907795,0.30907795,0.2883074,0.2889203,0.28671363,0.26964942,0.25502408,0.23017676,0.22115971,0.25475648,0.33076847,0.38536277,0.39580503,0.36819154,0.40184337,0.4087968,0.45252606,0.48457628,,,,0.44529417,0.312941,0.1796452,0.1796452,0.058152236,0.067042336,0.08846352,0.096719556,0.1081961,0.16690011,0.28040704,0.16993427,0.18385188,0.1759157,0.1759157,0.17519422,0.090797685,0.058333874,0.058333874,0.05762945,0.057066083,0.047785617,0.039426025,0.038689554,0.038689554,0.03910984,0.0367412,0.05491478,0.057359178,0.08108686,0.08108686,0.094559215,0.082457416,0.06294027,0.05744521,0.06298777,0.052349176,0.062135566,0.062135566,0.039641548,0.034314506,0.02342884,0.014649272,0.013473753,0.013473753,0.025671797,0.02965217,0.05401864,0.061205834,0.088736854,0.10541327,0.10541327,0.11623313,0.11863732,0.12124691
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.096775e-12,0.5893283,0.5893283,0.65325963,0.6759645,0.68183315,0.68777835,0.6872913,0.6114674,0.59819937,0.50320923,0.4857494,0.36780816,0.34900966,0.33217084,0.23749924,0.23749924,0.22751565,0.17810649,0.19246861,0.20802544,0.19912985,0.16900976,0.14416859,0.13583735,0.14286546,0.16533417,0.2182017,0.29196954,0.35654247,0.3792392,0.37763432,0.39408237,0.4008505,0.40449113,0.39689144,0.39689144,0.35205498,0.34323102,0.34920016,0.34920016,0.29647028,0.2647953,0.31663105,0.40267867,0.48390773,0.55750346,0.55750346,0.49347124,0.44828364,0.38734913,0.33051082,0.31034625,0.25459144,0.33909664,0.44341755,0.580603,0.41302052,0.41302052,0.3000776,0.22877371,0.28719214,0.28719214,0.2921008,0.28705713,0.32106543,0.32932892,0.34341925,0.34251404,0.34251404,0.33698225,0.32371148,0.3169863,0.33077186,0.36857837,0.4143191,0.4386676,0.44213295,0.38109362,0.3794121,0.3936656,0.41112545,0.44103363,0.4668999,0.49678427,0.5063563,0.4842751,0.40875745,0.37913963,0.31845167,0.34233552,0.38341042,0.38341042,0.34473565,0.33272383,0.37208587,0.32241654,0.34364682,0.28161022,0.2381497,0.16597477,0.13271606,0.094615944,0.094615944,0.058078077,0.058613405,0.05446992,0.05446992,0.04902025,0.047037993,0.052833237,0.06873037,0.08346364,0.08346364,0.07748035,0.076755,0.0855674,0.088429,0.17160612,0.17160612,0.2686518,0.2681624,0.23467025,0.18434978,0.13750254,0.08965754,0.07503175,0.07503175,0.064024195,0.061201215,0.064934485,0.06451796,0.075044036,0.075044036,0.082472265,0.083722025,0.08952711,0.091077104,0.09958182,0.10492945,0.10492945,0.1111453,0.11275681,0.11630648
